OBJECTID,SciName,ComName,TaxonGroup,ElmCode,FedList,CalList,GRank,SRank,RPlantRank,OthrStatus,OccNumber,EOndx,Mapndx,ElmDate,SiteDate,Sensitive,OccRank,Presence,Accuracy,AccuracyOrder,Trend,OccType,County,Quad,Elevation,Latitude,Longitude,UTM,PLSS,Location,LocDetails,Ecological,ThreatList,Threat,General_,OwnerMgt,LastUpdate,KeyQuad,UTMZone,UTME,UTMN
73,Calochortus fimbriatus,late-flowered mariposa-lily,Monocots,PMLIL0D1J2,None,None,G3,S3,1B.3,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,11,887,27650,,,N,U-Unknown,Presumed Extant,Circular feature with a 1600 meter radius (1 mile),90,Unknown,Natural/Native occurrence,Santa Barbara | Ventura,Old Man Mountain (3411954),,34.5166,-119.45528,Zone-11 N3822175 E274617,"T05N, R25W (S)",OLD MAN MOUNTAIN.,,,,,"ONLY SOURCE OF INFORMATION FOR THIS SITE IS UNDATED, ANONYMOUS COLLECTION CITED BY MAGNEY.",UNKNOWN,12/5/1995 12:00:00 AM,Old Man Mountain (3411954),11,274617,3822175
74,Layia heterotricha,pale-yellow layia,Dicots,PDAST5N070,None,None,G2,S2,1B.1,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,24,2779,31590,20030519,20030519,N,U-Unknown,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Rancho Nuevo Creek (3411964),4600,34.64101,-119.42981,Zone-11 N3835919 E277287,"T06N, R24W, Sec. 04 (S)","0.3 MILE NW OF POTRERO SECO CAMPGROUND, POTRERO SECO.",IN A PROMINENT DRAW.,"ANNUAL GRASSLAND DOMINATED BY BROMUS DIANDRUS, AMSINCKIA SPP, LOTUS HUMISTRATUS, TRIFOLIUM ALBOPURPUREUM, AND CHRYSOTHAMNUS NAUSEOSUS SSP. HOLOLEUCUS. 35-60% W-FACING SLOPES WITH FULL SUN. SOIL APPEARS TO BE SANDY CLAY LOAM.",Non-native plant impacts,"LOTS OF WEEDS. FORMERLY GRAZED, BUT NO MORE.","APPROXIMATELY 200 PLANTS ESTIMATED IN 2003; PLANTS WIDELY SCATTERED EXCEPT FOR A FEW CLUMPS. 1959 SMITH COLLECTION FROM ""ROAD WEST OF POTRERO SECO, OFF SUMMIT OF PINE MTN GRADE"" IS ALSO ATTRIBUTED TO THIS SITE.",USFS-LOS PADRES NF,5/4/2016 12:00:00 AM,Rancho Nuevo Creek (3411964),11,277287,3835919
75,Sagittaria sanfordii,Sanford's arrowhead,Monocots,PMALI040Q0,None,None,G3,S3,1B.2,BLM_S-Sensitive,2,6889,24642,,,N,X-None,Extirpated,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943),600,34.42309,-119.29035,Zone-11 N3811448 E289524,"T04N, R23W, Sec. 16, SE (S)","MIRROR LAKE, MIRA MONTE, OJAI VALLEY.",MAPPED NEAR THE CENTER OF THE SE 1/4 OF SECTION 16.,SEASONAL POOL WITH EMERGENT WETLAND VEGETATION.,Development | Altered flood/tidal/hydrologic regime,HABITAT EXTIRPATED IN 1983 DUE TO HOUSING DEVELOPMENT & FLOODING.,1983 OBSERVATION WAS LAST KNOWN SITE IN VENTURA CO. INCLUDES 1944-1947 & 1952 POLLARD COLLECTIONS AND A 1979 REISENTZ COLLECTION. REMAINING PORTION OF LAKE (NOW DEGRADED) TO BE MANAGED BY HOMEOWNER'S ASSOCIATION. NO PLANTS SEEN IN '86.,PVT,5/30/2013 12:00:00 AM,Matilija (3411943),11,289524,3811448
76,Lasthenia glabrata ssp. coulteri,Coulter's goldfields,Dicots,PDAST5L0A1,None,None,G4T2,S2,1B.1,BLM_S-Sensitive | SB_RSABG-Rancho Santa Ana Botanic Garden | SB_SBBG-Santa Barbara Botanic Garden,52,9348,31516,18950513,18950513,N,U-Unknown,Presumed Extant,Circular feature with a 1600 meter radius (1 mile),90,Unknown,Natural/Native occurrence,Ventura | Pacific Ocean,Ventura (3411933),40,34.28732,-119.30084,Zone-11 N3796410 E288219,"T02N, R23W, Sec. 04 (S)",VENTURA.,EXACT LOCATION UNKNOWN. MAPPED BY CNDDB IN THE VICINITY OF VENTURA AND THE VENTURA RIVER.,NEAR BEACH.,,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS AN 1895 PETTIBONE COLLECTION. ORIGINAL LABEL L. GLABRATA ANNOTATED TO SSP. COULTERI BY ORNDUFF IN 1961.,UNKNOWN,7/11/1995 12:00:00 AM,Ventura (3411933),11,288219,3796410
77,Aphanisma blitoides,aphanisma,Dicots,PDCHE02010,None,None,G3G4,S2,1B.2,SB_SBBG-Santa Barbara Botanic Garden,8,11754,17566,19630601,19630601,N,U-Unknown,Presumed Extant,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Ventura,Ventura (3411933),,34.29028,-119.33293,Zone-11 N3796806 E285271,"T03N, R23W, Sec. 31 (S)","NEAR VENTURA, ABOUT 1.5 MILES WEST OF VENTURA RIVER.","AT THE BASE OF BULLDOZED COASTAL BLUFF OF TAYLOR RANCH. EXACT LOCATION UNKNOWN. MAPPED AS BEST GUESS BY CNDDB IN VICINITY OF COASTAL BLUFFS ALONG HIGHWAY 101, FROM 1 TO 2 ROAD MILES NORTHWEST OF VENTURA RIVER.",SURFACE OF A SAND AND GRAVEL DETRITUS DUMP AT THE BASE OF BULLDOZED COASTAL BLUFF.,,,MAIN SOURCE OF INFORMATION FOR THIS SITE IS A 1963 POLLARD COLLECTION. NEEDS FIELDWORK.,UNKNOWN,5/2/2012 12:00:00 AM,Ventura (3411933),11,285271,3796806
78,Fritillaria ojaiensis,Ojai fritillary,Monocots,PMLIL0V0N0,None,None,G3,S3,1B.2,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,5,12394,15814,19880409,19880409,N,B-Good,Presumed Extant,Specific bounded area,20,Unknown,Natural/Native occurrence,Ventura,Santa Paula Peak (3411941),1760,34.44867,-119.05611,Zone-11 N3813824 E311111,"T04N, R21W, Sec. 11, NW (S)","BIG CONE CAMP (PINE FLAT), SANTA PAULA CANYON, NORTH OF SANTA PAULA RIDGE AND ABOUT 5 MILES NORTH OF SANTA PAULA.","3 POLYGONS MAPPED ALONG TRAIL IN THE SW 1/4 OF THE SW 1/4 OF SECTION 2 AND THE NW 1/4 OF SECTION 11. TYPE COLLECTION BY MARTINDALE IN 1922 FROM ""PINE FLATS. ST. PAULA RIVER"" ATTRIBUTED HERE.","BIGCONE SPRUCE/CANYON LIVE OAK FOREST, BAY FOREST, COAST LIVE OAK FOREST, AND MESIC CHAPARRAL. IN SHADE ON N-FACING SLOPES. SANDY LOAM AND SHALEY LOAM SOILS. ASSOCIATES INCLUDE CLAYTONIA PERFOLIATA, ADIANTUM JORDANII, VIOLA, ETC.",Other | Road/trail construction/maint. | Recreational use (non-ORV),"TRAIL MAINTENANCE AND SWITCHBACK CUTTING, CAMPGROUND MAINTENANCE, HEAVY RECREATIONAL USE.","TYPE LOCALITY. 1985 FIRE MAY HAVE STIMULATED OCCURRENCE. S POLYGON: 30 PLANTS IN 1987, 0 IN 1988. MIDDLE POLYGON: 57 PLANTS IN 1987, FEWER IN 1988. N POLYGON: 20 PLANTS IN 1988. GOOD TO EXCELLENT SITE QUALITY.",USFS-LOS PADRES NF,7/8/2015 12:00:00 AM,Santa Paula Peak (3411941),11,311111,3813824
79,Layia heterotricha,pale-yellow layia,Dicots,PDAST5N070,None,None,G2,S2,1B.1,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,29,18742,31578,19350522,19350522,N,U-Unknown,Presumed Extant,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Ventura,Wheeler Springs (3411953) | Reyes Peak (3411963),4400,34.62271,-119.37081,Zone-11 N3833760 E282649,"T06N, R24W (S)","ALONG OJAI TO CUYAMA VALLEY ROAD (HWY 33), 3 TO 3.6 MILES SOUTH OF SUMMIT OF PINE MOUNTAIN GRADE.",,"ON HILLSIDE, SANDY LOAM SOIL IN UPPER SONORAN ZONE WITH PINYONS.",,,SITE BASED ON SEVERAL 1935 WOLF COLLECTIONS. NEEDS FIELDWORK.,UNKNOWN,5/6/2016 12:00:00 AM,Wheeler Springs (3411953),11,282649,3833760
80,Sidalcea neomexicana,salt spring checkerbloom,Dicots,PDMAL110J0,None,None,G4,S2,2B.2,USFS_S-Sensitive,9,19990,35232,19620510,19620510,N,U-Unknown,Presumed Extant,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943),400,34.39004,-119.30737,Zone-11 N3807817 E287877,"T04N, R23W (S)","SOUTHERN PACIFIC RAILROAD BETWEEN SANTA ANA BLVD AND SAN ANTONIO CREEK BRIDGE, OAK VIEW.","EXACT LOCATION UNKNOWN, MAPPED BY CNDDB AS A BEST GUESS.",,,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS A 1962 COLLECTION BY POLLARD. NEEDS FIELDWORK.,UNKNOWN,6/28/1996 12:00:00 AM,Matilija (3411943),11,287877,3807817
81,Fritillaria ojaiensis,Ojai fritillary,Monocots,PMLIL0V0N0,None,None,G3,S3,1B.2,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,6,21961,15650,19870404,19870404,N,B-Good,Presumed Extant,Specific bounded area,20,Unknown,Natural/Native occurrence,Ventura,Ojai (3411942),2200,34.48681,-119.21479,Zone-11 N3818361 E296624,"T05N, R22W, Sec. 29, NW (S)","GRIDLEY CANYON, ALONG GRIDLEY SPRINGS TRAIL, ABOUT 1.75 AIR MILES ESE OF NORDHOFF PEAK, LOS PADRES NATIONAL FOREST.",ALONG WEST SIDE OF TRAIL ABOUT 2 MILES NORTH OF GRIDLEY TRAILHEAD AND 0.5 MILE SOUTH OF GRIDLEY SPRINGS CAMPGROUND. MAPPED WITHIN THE SW 1/4 NW 1/4 SECTION 29 AND SE 1/4 NE 1/4 SECTION 30.,"IN CHAPARRAL (BURNED IN 1985) WITH ADENOSTOMA FASCICULATUM, ARCTOSTAPHYLOS GLANDULOSA SSP. MOLLIS, ERIOPHYLLUM CONFERTIFLORUM, CASTILLEJA MARTINII, PENTAGRAMMA TRIANGULARIS, TAUSCHIA ARGUTA, SANICULA, AVENA, ETC. ON SANDY LOAM SOIL.",Road/trail construction/maint.,TRAIL MAINTENANCE A THREAT.,63 PLANTS OBSERVED IN 1987. PLANTS ALSO OBSERVED AT THIS SITE IN 1983 AND 1984.,USFS-LOS PADRES NF,4/10/2015 12:00:00 AM,Ojai (3411942),11,296624,3818361
82,Fritillaria ojaiensis,Ojai fritillary,Monocots,PMLIL0V0N0,None,None,G3,S3,1B.2,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,3,21962,15575,20090413,20090413,N,A-Excellent,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Wheeler Springs (3411953),1740,34.50875,-119.27391,Zone-11 N3820915 E291249,"T05N, R23W, Sec. 15, SE (S)","WHEELER GORGE, ALONG HIGHWAY 33 AND THE NORTH FORK MATILIJA CREEK, EAST OF WHEELER SPRINGS, LOS PADRES NATIONAL FOREST.","SOUTH COLONY ON STEEP SLOPE ABOVE WHEELER GORGE FALLS, EAST OF HIGHWAY ABOVE SMALL SPRING JUST NORTH OF DOUBLE TUNNELS. NORTH COLONY 0.1 MI NORTH OF ENTRANCE TO WHEELER GORGE CAMPGROUND. MAPPED WITHIN THE WEST 1/2 OF SE 1/4 SECTION 15.","MOIST SHALE TALUS UNDER CANOPY OF UMBELLULARIA CALIFORNICA AND ACER MACROPHYLLUM WITH POLYPODIUM CALIFORNICA, GALIUM APARINE, GARRYA VEATCHII, QUERCUS AGRIFOLIA, Q. BERBERIDIFOLIA, TOXICODENDRON DIVERSILOBUM, BROMUS SP., ETC.",Development,WORK TO RESTORE TEMPORARY HOUSING IS A POTENTIAL THREAT.,"SOUTH COLONY: ABOUT 50 PLANTS ON UNKNOWN DATE, UNKNOWN NUMBER SEEN IN 1999, 2002 & 2003, 18 PLANTS IN 2009. NORTH COLONY: ABOUT 40 PLANTS IN 2000, OVER 220 PLANTS IN 2003. 1937 CLOKEY AND 1947 POLLARD COLLECTIONS ALSO ATTRIBUTED HERE.",USFS-LOS PADRES NF,4/6/2015 12:00:00 AM,Wheeler Springs (3411953),11,291249,3820915
83,Calochortus fimbriatus,late-flowered mariposa-lily,Monocots,PMLIL0D1J2,None,None,G3,S3,1B.3,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,1,26813,27683,,,N,U-Unknown,Presumed Extant,Circular feature with a 1600 meter radius (1 mile),90,Unknown,Natural/Native occurrence,Ventura,Ventura (3411933),1400,34.35268,-119.3442,Zone-11 N3803751 E284394,"T03N, R24W (S)","RED MOUNTAIN, EAST END OF RINCON HILLS.",MAPPED NORTHWEST OF VENTURA. COLLECTION MADE AT 1400' ELEVATION ACCORDING TO SOURCE.,ON BURN.,,,ONLY SOURCE OF INFORMATION FOR THIS SITE IS 1960 COLLECTION (COLLECTOR AND HERBARIUM NOT CITED) NOTED BY MAGNEY.,UNKNOWN,12/5/1995 12:00:00 AM,Ventura (3411933),11,284394,3803751
84,Orobanche valida ssp. valida,Rock Creek broomrape,Dicots,PDORO040G2,None,None,G4T2,S2,1B.2,USFS_S-Sensitive,3,29081,35214,19930626,19930626,N,A-Excellent,Presumed Extant,Specific bounded area,20,Unknown,Natural/Native occurrence,Ventura,Topatopa Mountains (3411951),6000,34.5144,-119.08393,Zone-11 N3821166 E308705,"T05N, R21W, Sec. 16, S (S)","ALONG USFS ROAD 21W08 AT THE HEAD OF SANTA PAULA CANYON, TOPATOPA MOUNTAINS.",ALONG USFS ROAD (RED REEF TRAIL) FROM HINES PEAK TO LADYBUG CAMPGROUND. MAPPED BASED ON MAP PROVIDED BY DANIELSON. POLYGON EXTENDS FROM SW 1/4 TO SE 1/4 SECTION 16 INTO NW 1/4 SECTION 15.,"STEEP, S AND SE-FACING SLOPE IN LOOSE SHALE, DUFF WITH GARRYA SP., CERCOCARPUS BETULOIDES, YUCCA WHIPPLEI, CEANOTHUS LEUCODERMIS, CALYSTEGIA MALACOPHYLLA, MELICA IMPERFECTA, AND QUERCUS CHRYSOLEPIS.",,,100+ PLANTS IN 1993.,USFS-LOS PADRES NF,3/21/2011 12:00:00 AM,Topatopa Mountains (3411951),11,308705,3821166
85,Acanthoscyphus parishii var. abramsii,Abrams' oxytheca,Dicots,PDPGN0J041,None,None,G4?T1T2,S1S2,1B.2,USFS_S-Sensitive,1,33290,38283,20150628,20150628,N,A-Excellent,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Topatopa Mountains (3411951),6040,34.51395,-119.07984,Zone-11 N3821108 E309081,"T05N, R21W, Sec. 16, SE (S)","SADDLE BETWEEN TIMBER CREEK CANYON AND SANTA PAULA CREEK CANYON AT NORTH BASE OF HINES PEAK, TOPATOPA MOUNTAINS.","MAPPED BY CNDDB BASED ON 2015 MAGNEY COORDINATES, IN THE NE 1/4 SE 1/4 SECTION 16.","OPENINGS IN CEANOTHUS CORDULATUS-ERIOGONUM FASCICULATUM-AMELANCHIER ALNIFOLIA CHAPARRAL, ON MODERATE NORTH-FACING SLOPE IN SHALE TALUS. ASSOCIATES INCLUDE QUERCUS CHRYSOLEPIS, EHRENDORFERIA CHRYSANTHA, ERIOGONUM DAVIDSONII, BROMUS, ETC.",Road/trail construction/maint.,"TRAIL MAINTENANCE, THOUGH IT IS MINIMAL HERE.",ABOUT 1000 PLANTS OBSERVED IN 2015. 1908 ABRAMS COLLECTION FROM HINES PEAK AND 1923 MASON COLLECTION FROM TOPATOPA MOUNTAINS ATTRIBUTED HERE.,USFS-LOS PADRES NF,5/24/2016 12:00:00 AM,Topatopa Mountains (3411951),11,309081,3821108
86,Centromadia parryi ssp. australis,southern tarplant,Dicots,PDAST4R0P4,None,None,G3T2,S2,1B.1,SB_RSABG-Rancho Santa Ana Botanic Garden,42,34584,39582,19740801,19971106,N,X-None,Possibly Extirpated,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Ventura | Pacific Ocean,Pitas Point (3411934),20,34.31903,-119.38919,Zone-11 N3800115 E280168,"T03N, R24W, Sec. 22 (S)",ALONG SIDE OF RAIL LINES EAST OF MOUTH OF PADRE JOHN (SIC) CANYON.,,SANDY SOIL.,,,EXACT LOCATION SEEN IN 1974 NOT KNOWN; NOT FOUND IN 1997 SURVEYS.,UNKNOWN,8/31/1998 12:00:00 AM,Pitas Point (3411934),11,280168,3800115
87,Fritillaria ojaiensis,Ojai fritillary,Monocots,PMLIL0V0N0,None,None,G3,S3,1B.2,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,7,35315,40308,19910326,19910326,N,B-Good,Presumed Extant,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Ventura,Ojai (3411942),2700,34.49081,-119.2235,Zone-11 N3818823 E295834,"T05N, R22W, Sec. 30, N (S)","GRIDLEY CANYON, ALONG TRAIL NEAR GRIDLEY CAMPGROUND ABOUT 1 MILE EAST OF NORDHOFF PEAK, LOS PADRES NATIONAL FOREST.","PLANTS FOUND ALONG TRAIL ABOUT 2.5 MILES NORTH OF TRAILHEAD, 300 YARDS UP TRAIL FROM CAMPGROUND, AND ALONG STREAM ADJACENT TO CAMPGROUND. 3 POLYGONS; N POLYOGN IS NON-SPECIFIC, BASED ON A VAGUE 1991 MAP, 2 S POLYGONS ARE SPECIFIC.","IN N-FACING CHAPARRAL WITH CEANOTHUS OLIGANTHUS, C. CRASSIFOLIUS, MIMULUS AURANTIACUS, SANICULA ARGUTA, TAUSCHIA ARGUTA, AND PENTAGRAMMA TRIANGULARIS. ALSO IN BAY-WILLOW-MAPLE RIPARIAN AREA WITH POLYPODIUM, RIBES SPECIOSUM, AND ADIANTUM.",Other | Road/trail construction/maint. | Erosion/runoff | Recreational use (non-ORV),"TRAIL WIDENING, MOUNTAIN BIKE USE, PUBLIC ACCESS AND POTENTIAL LANDSLIDES.","24 PLANTS IN NORTHERN POLYGON, 25 PLANTS IN MIDDLE POLYGON, AND 16 PLANTS IN SOUTHERN POLYGON IN 1991.1987 MAGNEY COLLECTION FROM THE SW 1/4 OF THE NE 1/4 OF SECTION 30 IS ALSO ATTRIBUTED TO THIS OCCURRENCE.",USFS-LOS PADRES NF,4/13/2015 12:00:00 AM,Ojai (3411942),11,295834,3818823
88,Fritillaria ojaiensis,Ojai fritillary,Monocots,PMLIL0V0N0,None,None,G3,S3,1B.2,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,8,35316,40309,20100508,20100508,N,B-Good,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Ojai (3411942),2056,34.47574,-119.16874,Zone-11 N3817041 E300827,"T05N, R22W, Sec. 34, NE (S)","ALONG EAST FORK OF HORN CANYON CREEK, 0.08 MILE UPSTREAM FROM CONFLUENCE WITH HORN CANYON CREEK, NE OF THACHER SCHOOL.",MAPPED IN THE NW 1/4 OF THE NE 1/4 OF SECTION 34 ACCORDING TO 2010 MAGNEY COORDINATES.,"N-FACING SLOPE AT BASE, ON BANK OF CREEK. ALNUS RHOMBIFOLIA-UMBELLULARIA CALIFORNICA/DRYOPTERIS ARGUTA ALLIANCE. BANK OF CREEK ABOVE HIGH WATER LINE. ASSOC WITH POLYPODIUM CALIFORNICUM, GALIUM APARINE, TOXICODENDRON DIVERSILOBUM, ETC.",Other,POSSIBLE THREAT IF WATER LINE IS REPLACED OR REPAIRED.,"5 PLANTS OBSERVED IN 2010. POPULATION IS POSSIBLY LARGER, EXTENDING UP SLOPE; HOWEVER, ACCESS IS BLOCKED BY TOXICODENDRON DIVERSILOBUM. ORIGINALLY OBSERVED IN HORN CANYON SOMETIME IN OR PRIOR TO 1993.",USFS-LOS PADRES NF,4/13/2015 12:00:00 AM,Ojai (3411942),11,300827,3817041
89,Fritillaria ojaiensis,Ojai fritillary,Monocots,PMLIL0V0N0,None,None,G3,S3,1B.2,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,9,35317,40310,,,N,U-Unknown,Presumed Extant,Specific bounded area with an 80 meter radius,10,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943),2866,34.48573,-119.2521,Zone-11 N3818317 E293194,"T05N, R23W, Sec. 26, NE (S)","STEWART CANYON; AT VALLEY VIEW CAMP A LITTLE EAST OF THE PRATT TRAIL, NEAR STEWART CANYON CREEK.",MAPPED IN THE SE 1/4 OF THE NE 1/4 OF SECTION 26 ACCORDING TO 2004 MAGNEY COORDINATES.,VERY MESIC SITE ON A NORTH-FACING CLIFF FACE.,,,25 PLANTS OBSERVED IN 2004. OBSERVED ALONG PRATT TRAIL IN STEWART CANYON BY POLLARD IN 1940.,USFS-LOS PADRES NF,4/13/2015 12:00:00 AM,Matilija (3411943),11,293194,3818317
90,Fritillaria ojaiensis,Ojai fritillary,Monocots,PMLIL0V0N0,None,None,G3,S3,1B.2,BLM_S-Sensitive | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,10,35318,40311,,,N,U-Unknown,Presumed Extant,Non-specific bounded area,30,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943) | White Ledge Peak (3411944),,34.47811,-119.39172,Zone-11 N3817766 E280351,"T05N, R24W, Sec. 33 (S)","EAST END OF SANTA YNEZ MOUNTAINS ON OCEAN VIEW TRAIL, WEST OF OJAI.",EXACT LOCATION UNKNOWN. MAPPED BY CNDDB ALONG ENTIRE TRAIL TO REFLECT UNCERTAINTY.,,,,"BASED ON A POLLARD OBSERVATION FROM THE 1940S, CITED BY MAGNEY IN 1993 AND 2004. NEEDS FIELDWORK.",USFS-LOS PADRES NF,4/13/2015 12:00:00 AM,White Ledge Peak (3411944),11,280351,3817766
91,Astragalus pycnostachyus var. lanosissimus,Ventura Marsh milk-vetch,Dicots,PDFAB0F7B1,Endangered,Endangered,G2T1,S1,1B.1,SB_RSABG-Rancho Santa Ana Botanic Garden | SB_SBBG-Santa Barbara Botanic Garden,6,35351,40344,,19870830,N,X-None,Possibly Extirpated,Circular feature with a 8000 meter radius (5 miles),100,Unknown,Natural/Native occurrence,Ventura | Pacific Ocean,Oxnard (3411922) | Saticoy (3411932) | Ventura (3411933) | Pitas Point (3411934),200,34.29973,-119.29666,Zone-11 N3797778 E288635,"T03N, R23W, Sec. 33 (S)",VENTURA.,EXACT LOCATION NOT KNOWN. MAPPED IN THE GENERAL AREA OF THE CITY OF VENTURA.,,,,"MAIN SOURCE OF INFORMATION FOR THIS SITE IS 1911 COLLECTION BY ESSIG. VICINITY OF PIERPORT BEACH AND SAN BUENAVENTURA STATE BEACH SEARCHED BY BURGESS IN 1987, BUT NO PLANTS FOUND. ONLY MARGINALLY SUITABLE HABITAT REMAINING AT THESE SITES.",UNKNOWN,7/14/2009 12:00:00 AM,Ventura (3411933),11,288635,3797778
92,Astragalus didymocarpus var. milesianus,Miles' milk-vetch,Dicots,PDFAB0F2X3,None,None,G5T2,S2,1B.2,,1,46250,46250,,,N,U-Unknown,Presumed Extant,Circular feature with a 1600 meter radius (1 mile),90,Unknown,Natural/Native occurrence,Ventura,Ojai (3411942) | Matilija (3411943),,34.44804,-119.24362,Zone-11 N3814119 E293881,"T04N, R23W, Sec. 12 (S)",OJAI AREA.,EXACT LOCATION UNKNOWN. MAPPED AS BEST GUESS AT OJAI BY CNDDB.,,,,ONLY SOURCE OF INFORMATION IS MENTION IN TEXT OF FLORA OF SANTA BARBARA REGION. NEEDS FIELDWORK.,UNKNOWN,10/24/2001 12:00:00 AM,Ojai (3411942),11,293881,3814119
93,Chaenactis glabriuscula var. orcuttiana,Orcutt's pincushion,Dicots,PDAST20095,None,None,G5T1T2,S1,1B.1,BLM_S-Sensitive | SB_CRES-San Diego Zoo CRES Native Gene Seed Bank | SB_RSABG-Rancho Santa Ana Botanic Garden,24,47567,47567,19610523,19610523,N,X-None,Possibly Extirpated,Non-specific bounded area,30,Decreasing,Natural/Native occurrence,Ventura | Pacific Ocean,Ventura (3411933),,34.26432,-119.27206,Zone-11 N3793799 E290812,"T02N, R23W, Sec. 10 (S)","PIERPONT BAY BOULEVARD, VENTURA.",MAPPED BY CNDDB AS BEST GUESS ALONG PIERPONT BLVD.,,Development | Recreational use (non-ORV),"DEVELOPMENT, RECREATION.","FORMERLY COMMON LOCALLY IN PIERPONT BAY AREA, LARGELY EXTIRPATED IN 1961.",UNKNOWN,6/14/2010 12:00:00 AM,Ventura (3411933),11,290812,3793799
94,Nolina cismontana,chaparral nolina,Monocots,PMAGA080E0,None,None,G3,S3,1B.2,SB_RSABG-Rancho Santa Ana Botanic Garden | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,23,54604,93249,19860602,19860602,N,U-Unknown,Presumed Extant,Circular feature with a 300 meter radius (1/5 mile),50,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943),1000,34.44701,-119.3368,Zone-11 N3814198 E285316,"T04N, R23W, Sec. 07, NW (S)","NEAR HEAD OF SANTA ANA VALLEY, ABOUT 3.2 KM NORTH OF HWY 150 (BY ROAD), 0.2 KM EAST OF SANTA ANA CREEK.","EXACT LOCATION UNKNOWN, MAPPED BY CNDDB AS A BEST GUESS.","GROWING NEAR THE TOP OF SW-FACING SLOPE WITH ADENOSTOMA, MALOSMA, YUCCA, AND LOTUS. BURNED AREA.",,,"ABOUT 30-40 PLANTS SEEN IN 1986. ALL HAD BEEN BURNED DURING THE OJAI FIRE, 4 JULY 1985. NEEDS FIELDWORK.",UNKNOWN,7/22/2014 12:00:00 AM,Matilija (3411943),11,285316,3814198
95,Nolina cismontana,chaparral nolina,Monocots,PMAGA080E0,None,None,G3,S3,1B.2,SB_RSABG-Rancho Santa Ana Botanic Garden | SB_SBBG-Santa Barbara Botanic Garden | USFS_S-Sensitive,24,54605,54605,,,N,U-Unknown,Presumed Extant,Circular feature with a 1300 meter radius (4/5 mile),80,Unknown,Natural/Native occurrence,Ventura,Matilija (3411943) | White Ledge Peak (3411944),900,34.41715,-119.36804,Zone-11 N3810954 E282368,"T04N, R24W, Sec. 23 (S)",COYOTE CREEK IN THE VICINITY OF LAKE CASITAS.,"EXACT LOCATION UNKNOWN. MAPPED AS BEST GUESS BY CNDDB, IN THE VICINITY OF COYOTE CREEK NEAR THE NW ARM OF LAKE CASITAS, 0.5 MILE WEST OF HWY 150.","THIS IS AN ANAMOLOUS LOCALITY. THE FOLIAGE, WHICH IS EVERGREEN, IS VERY SIMILAR TO YUCCA WHIPPLEI AND SOME POPULATIONS MAY HAVE BEEN OVERLOOKED WHEN NOT IN BLOOM.",,,UNKNOWN DATE OF SITE VISIT OR NUMBER OF PLANTS SEEN. NEEDS FIELDWORK.,UNKNOWN,3/11/2004 12:00:00 AM,Matilija (3411943),11,282368,3810954
