"","OBJECTID","Institution_Code","Catalog_Number","Scientific.Name","Collector","Collector_Num_Prefix","Collector_Num","Collector_Num_Suffix","early_J_date","late_J_date","Date_Collected","County","Elevation","Locality","Latitude","Longitude","Datum","Link_Back","Column1","Common.Name","Family","Lifeform","CRPR","GRank","SRank","CESA","FESA","Blooming.Period","Habitat","Micro.Habitat","Elevation.Low..m.","Elevation.Low..ft.","Elevation.High..m.","Elevation.High..ft.","CA.Endemic","States","Counties","Quads","EO.Total","EO.A","EO.B","EO.C","EO.D","EO.X","EO.U","EO.Historical","EO.Recent","EO.Extant","EO.Possibly.Extirpated","EO.Extirpated","Notes","Full.Scientific.Name","Synonyms","Element.Code","USDA.PLANTS.Symbol","Flora.Status","CBR.Reason","Date.Added","Date.Changed","Last.Update","X"
"11",274,"POM","POM155908","Lonicera subspicata var. subspicata","L. R. Abrams","",4148,"",2416714,2416714,"1904-08-21","Santa Barbara","","Mountain Drive, Santa Barbara.",34.447,-119.6325,"NAD83","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=POM155908"" target=""_blank"">View Details</a>",NA,"Santa Barbara honeysuckle","Caprifoliaceae","perennial evergreen shrub","1B.2","G5T2?","S2?","None","None","May-Aug(Dec-Feb)","Chaparral, Cismontane woodland, Coastal scrub","",10,30,1000,3280,TRUE,"","LAX, SBA, SCT","Santa Catalina East (3311833), White Ledge Peak (3411944), Carpinteria (3411945), Santa Barbara (3411946), Goleta (3411947), Dos Pueblos Canyon (3411948), San Marcos Pass (3411957), Figueroa Mtn. (3411968), Tajiguas (3412041), Gaviota (3412042), Santa Ynez (3412051), Los Olivos (3412061), Lompoc (3412064), Sisquoc (3412073)",31,1,3,4,1,0,22,14,17,31,0,0,"Threatened by development, road construction, and vehicles.  See Bulletin of the Southern California Academy of Sciences 25(2):67 (1926) for taxonomic treatment.","Lonicera subspicata H. & A. var. subspicata","","PDCPR030R3","LOSUS",NA,NA,"2001-01-01","","2013-10-04",NA
"12",284,"CAS-BOT-BC","CAS-BOT-BC101936","Juglans californica","Henry M. Pollard","s.n.",NA,"",2437068,2437068,"May 13, 1960","Ventura","","Roadside, Casitas Ranch, Foster Park",34.353,-119.311,"Terrain Nav. v. 8.7 (copied from SBBG14921)","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC101936"" target=""_blank"">View Details</a>",NA,"Southern California black walnut","Juglandaceae","perennial deciduous tree","4.2","G4","S4","None","None","Mar-Aug","Chaparral, Cismontane woodland, Coastal scrub, Riparian woodland","alluvial",50,160,900,2955,TRUE,"","LAX, ORA, RIV, SBA, SBD, SDG, VEN","Sitton Peak (3311754), Lake Elsinore (3311763), Anaheim (3311778), El Casco (3311781), Prado Dam (3311786), Yorba Linda (3311787), La Habra (3311788), Whittier (3311881), Yucaipa (3411711), Ontario (3411716), Baldwin Park (3411718), San Bernardino North (3411723), Devore (3411724), Cucamonga Peak (3411725), Glendora (3411727), Cajon (3411734), El Monte (3411811), Hollywood (3411813), Topanga (3411815), Mt. Wilson (3411821), Burbank (3411823), Van Nuys (3411824), Condor Peak (3411832), San Fernando (3411834), Oat Mountain (3411835), Santa Susana (3411836), Newhall (3411845), Acton (3411846), Val Verde (3411846), Acton (3411846), Val Verde (3411846), Ojai (3411942), Matilija (3411943), White Ledge Peak (3411944)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walnut forest is a much fragmented, rare, and declining vegetation community.  Threatened by urbanization, grazing, non-native plants, and possibly by lack of natural reproduction.  Possibly threatened by hybridization with horticultural varieties of walnut.  A synonym of J. californica var. californica in The Jepson Manual.  See Proceedings of the American Academy of Arts and Sciences 10:349 (1875) for original description, and Southern California Botanists Special Publication No. 3, pp. 42-54 (1990) for additional information.","Juglans californica Wats.","Juglans californica var. californica","PDJUG02020","JUCA",NA,NA,"1994-01-01","","2015-07-23",NA
"13",400,"UCSB","UCSB53505","Calochortus fimbriatus","Magney, David; Burgess, Rick","",NA,"",2445780,2445780,"1984-03-20","Ventura","1432 m","Dry Lakes Ridge 12 miles N of Ojai, western Transverse Ranges",34.54444,-119.26556,"not recorded","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UCSB53505"" target=""_blank"">View Details</a>",NA,"late-flowered mariposa lily","Liliaceae","perennial bulbiferous herb","1B.3","G3","S3","None","None","Jun-Aug","Chaparral, Cismontane woodland, Riparian woodland","often serpentinite",275,900,1905,6250,TRUE,"","KRN, LAX, MNT, SBA, SLO, VEN","Santa Susana (3411836), Fillmore (3411848), Black Mtn. (3411867), Ventura (3411933), Santa Paula Peak (3411941), Ojai (3411942), Matilija (3411943), White Ledge Peak (3411944), Carpinteria (3411945), Santa Barbara (3411946), Goleta (3411947), Lion Canyon (3411952), Wheeler Springs (3411953), Old Man Mountain (3411954), Little Pine Mtn. (3411956), San Marcos Pass (3411957), Lake Cachuma (3411958), Sawmill Mountain (3411972), New Cuyama (3411986), Sacate (3412043), Santa Ynez (3412051), Solvang (3412052), Santa Rosa Hills (3412053), Pebblestone Shut-in (3512161), Burnett Peak (3512172), Burro Mountain (3512173), Villa Creek (3512174), Alder Peak (3512183), Cape San Martin (3512184)",93,2,26,7,5,0,53,28,65,93,0,0,"Threatened by grazing, development, road maintenance, and fire suppression.  See Proceedings of the California Academy of Sciences III 2:133 (1901) for original description.","Calochortus fimbriatus H.P. McDonald","Calochortus weedii var. vestus","PMLIL0D1J2","",NA,NA,"1994-01-01","","2012-10-26",NA
"14",513,"CAS-BOT-BC","CAS-BOT-BC217505","Galium cliftonsmithii","Henry M. Pollard","s.n.",NA,"",2436543,2436543,"Dec. 5, 1958","Santa Barbara","609 m","Mission Canyon Trail near juncture of Rattlesnake Cnayon Trail, Santa Barbara",34.4686,-119.6886,"Terrain Nav. v. 7.8 USGS 1:24000 (copied from RSA549732)","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC217505"" target=""_blank"">View Details</a>",NA,"Santa Barbara bedstraw","Rubiaceae","perennial herb","4.3","G4","S4","None","None","May-Jul","Cismontane woodland","",200,655,1220,4005,TRUE,"","LAX, MNT, SBA, SLO, VEN","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"See Brittonia 10:183 (1958) for original description, and Flora of California 4(2):44 (1979) by L. Dempster for taxonomic treatment.","Galium cliftonsmithii (Dempster) Dempster & Steb.","","PDRUB0N0J0","GACL2",NA,NA,"1974-01-01","","2010-03-15",NA
"15",547,"SFV","SFV9353","Suaeda taxifolia","H. M. Pollard","",NA,"s. n.",2440167,2440167,"Nov 6 1968","Ventura","","Ventura. Prince Barranca, south of Southern Pacific Railroad and near Pierpont Inn.",34.2755,-119.2827,"NAD83","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SFV9353"" target=""_blank"">View Details</a>",NA,"woolly seablite","Chenopodiaceae","perennial evergreen shrub","4.2","G4","S4","None","None","Jan-Dec","Coastal bluff scrub, Coastal dunes, Marshes and swamps (margins of coastal salt)","",0,0,50,165,FALSE,"BA, GU","ANA, LAX, ORA, SBA, SBR, SCM, SCT, SCZ, SDG, SLO, SNI, SRO, VEN","La Jolla (3211772), Del Mar (3211782), San Clemente Island North (3211885), San Onofre Bluff (3311735), San Clemente (3311745), Dana Point (3311746), San Pedro (3311863), Venice (3311884), San Nicolas Island (3311924), Anacapa Island (3311983), Point Mugu (3411911), Camarillo (3411921), Oxnard (3411922), Ventura (3411933), Pitas Point (3411934)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possibly threatened by urbanization, illegal dumping, and non-native plants.  See North American Flora 21:91 (1916) for original description.","Suaeda taxifolia (Standl.) Standl.","","PDCHE0P0L0","SUTA2",NA,NA,"1994-01-01","","2013-05-09",NA
"16",568,"GH","GH422690","Juglans californica","L. Abrams & E. A. McGregor","",9,"",2418094,2418095,"1908-06-01 - 1908-06-02","Unknown","304 m","Sulphur Mountain Spring, Sulphur Mountains",34.4293,-119.0897,"NAD83","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=GH422690"" target=""_blank"">View Details</a>",NA,"Southern California black walnut","Juglandaceae","perennial deciduous tree","4.2","G4","S4","None","None","Mar-Aug","Chaparral, Cismontane woodland, Coastal scrub, Riparian woodland","alluvial",50,160,900,2955,TRUE,"","LAX, ORA, RIV, SBA, SBD, SDG, VEN","Sitton Peak (3311754), Lake Elsinore (3311763), Anaheim (3311778), El Casco (3311781), Prado Dam (3311786), Yorba Linda (3311787), La Habra (3311788), Whittier (3311881), Yucaipa (3411711), Ontario (3411716), Baldwin Park (3411718), San Bernardino North (3411723), Devore (3411724), Cucamonga Peak (3411725), Glendora (3411727), Cajon (3411734), El Monte (3411811), Hollywood (3411813), Topanga (3411815), Mt. Wilson (3411821), Burbank (3411823), Van Nuys (3411824), Condor Peak (3411832), San Fernando (3411834), Oat Mountain (3411835), Santa Susana (3411836), Newhall (3411845), Acton (3411846), Val Verde (3411846), Acton (3411846), Val Verde (3411846), Ojai (3411942), Matilija (3411943), White Ledge Peak (3411944)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walnut forest is a much fragmented, rare, and declining vegetation community.  Threatened by urbanization, grazing, non-native plants, and possibly by lack of natural reproduction.  Possibly threatened by hybridization with horticultural varieties of walnut.  A synonym of J. californica var. californica in The Jepson Manual.  See Proceedings of the American Academy of Arts and Sciences 10:349 (1875) for original description, and Southern California Botanists Special Publication No. 3, pp. 42-54 (1990) for additional information.","Juglans californica Wats.","Juglans californica var. californica","PDJUG02020","JUCA",NA,NA,"1994-01-01","","2015-07-23",NA
"17",578,"RSA","RSA43988","Juglans californica","H. M. Pollard","s.n.",NA,"",2432323,2432323,"1947-05-17","Ventura","","Upper Coyote Creek.",34.445373,-119.405193,"WGS84","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=RSA43988"" target=""_blank"">View Details</a>",NA,"Southern California black walnut","Juglandaceae","perennial deciduous tree","4.2","G4","S4","None","None","Mar-Aug","Chaparral, Cismontane woodland, Coastal scrub, Riparian woodland","alluvial",50,160,900,2955,TRUE,"","LAX, ORA, RIV, SBA, SBD, SDG, VEN","Sitton Peak (3311754), Lake Elsinore (3311763), Anaheim (3311778), El Casco (3311781), Prado Dam (3311786), Yorba Linda (3311787), La Habra (3311788), Whittier (3311881), Yucaipa (3411711), Ontario (3411716), Baldwin Park (3411718), San Bernardino North (3411723), Devore (3411724), Cucamonga Peak (3411725), Glendora (3411727), Cajon (3411734), El Monte (3411811), Hollywood (3411813), Topanga (3411815), Mt. Wilson (3411821), Burbank (3411823), Van Nuys (3411824), Condor Peak (3411832), San Fernando (3411834), Oat Mountain (3411835), Santa Susana (3411836), Newhall (3411845), Acton (3411846), Val Verde (3411846), Acton (3411846), Val Verde (3411846), Ojai (3411942), Matilija (3411943), White Ledge Peak (3411944)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walnut forest is a much fragmented, rare, and declining vegetation community.  Threatened by urbanization, grazing, non-native plants, and possibly by lack of natural reproduction.  Possibly threatened by hybridization with horticultural varieties of walnut.  A synonym of J. californica var. californica in The Jepson Manual.  See Proceedings of the American Academy of Arts and Sciences 10:349 (1875) for original description, and Southern California Botanists Special Publication No. 3, pp. 42-54 (1990) for additional information.","Juglans californica Wats.","Juglans californica var. californica","PDJUG02020","JUCA",NA,NA,"1994-01-01","","2015-07-23",NA
"18",592,"CAS-BOT-BC","CAS-BOT-BC159053","Phacelia ramosissima var. austrolitoralis","LeRoy Abrams","",4117,"",2416714,2416714,"Aug 21, 1904","Santa Barbara","","Mountain drive, Santa Barbara",34.447,-119.6325,"Terrain Nav. v. 8.7 (copied from POM155603)","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC159053"" target=""_blank"">View Details</a>",NA,"south coast branching phacelia","Hydrophyllaceae","perennial herb","3.2","G5?T3Q","S3","None","None","Mar-Aug","Chaparral, Coastal dunes, Coastal scrub, Marshes and swamps (coastal salt)","sandy, sometimes rocky",5,15,300,985,FALSE,"BA","LAX, MNT, ORA, SBA, SDG, SLO, VEN","Del Mar (3211782), Rancho Santa Fe (3311712), Encinitas (3311713), San Luis Rey (3311723), Dana Point (3311746), San Juan Capistrano (3311756), Laguna Beach (3311757), Newport Beach (3311768), Anaheim (3311778), La Habra (3311788), Venice (3311884), Santa Cruz Island D (3311984), Santa Cruz Island B (3311986), San Miguel Island East (3312083), San Miguel Island West (3312084), Point Dume (3411817), Triunfo Pass (3411818), Point Mugu (3411911), Oxnard (3411922), Ventura (3411933), Carpinteria (3411945), Santa Barbara (3411946), Goleta (3411947), Dos Pueblos Canyon (3411948), Point Conception (3412044), Tranquillon Mtn. (3412055), Point Arguello (3412056), Lompoc (3412064), Surf (3412065), Zaca Lake (3412071), Orcutt (3412074), Casmalia (3412075), Nipomo (3512014), Oceano (3512015), Monterey (3612158)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previously on List 4.2.  Occurrences from MON and SLO counties may be misidentified.  Many collections old; need field surveys. Threatened by development.  Possibly threatened by non-native plants.  Characters distinguishing the varieties of P. ramosissima do not work most of the time; needs further study.  A synonym of P. ramosissima in TJM 2.","Phacelia ramosissima Lehm. var. austrolitoralis Munz","","PDHYD0C416","PHRAA",NA,NA,"2007-05-18","","2016-10-18",NA
"19",595,"UC","UC527202","Phacelia ramosissima var. austrolitoralis","C. B. Wolf","",2042,"",2426476,2426476,"May 14 1931","Ventura","6 m","11 mi n Ventura",34.368792,-119.453457,"WGS84","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=UC527202"" target=""_blank"">View Details</a>",NA,"south coast branching phacelia","Hydrophyllaceae","perennial herb","3.2","G5?T3Q","S3","None","None","Mar-Aug","Chaparral, Coastal dunes, Coastal scrub, Marshes and swamps (coastal salt)","sandy, sometimes rocky",5,15,300,985,FALSE,"BA","LAX, MNT, ORA, SBA, SDG, SLO, VEN","Del Mar (3211782), Rancho Santa Fe (3311712), Encinitas (3311713), San Luis Rey (3311723), Dana Point (3311746), San Juan Capistrano (3311756), Laguna Beach (3311757), Newport Beach (3311768), Anaheim (3311778), La Habra (3311788), Venice (3311884), Santa Cruz Island D (3311984), Santa Cruz Island B (3311986), San Miguel Island East (3312083), San Miguel Island West (3312084), Point Dume (3411817), Triunfo Pass (3411818), Point Mugu (3411911), Oxnard (3411922), Ventura (3411933), Carpinteria (3411945), Santa Barbara (3411946), Goleta (3411947), Dos Pueblos Canyon (3411948), Point Conception (3412044), Tranquillon Mtn. (3412055), Point Arguello (3412056), Lompoc (3412064), Surf (3412065), Zaca Lake (3412071), Orcutt (3412074), Casmalia (3412075), Nipomo (3512014), Oceano (3512015), Monterey (3612158)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previously on List 4.2.  Occurrences from MON and SLO counties may be misidentified.  Many collections old; need field surveys. Threatened by development.  Possibly threatened by non-native plants.  Characters distinguishing the varieties of P. ramosissima do not work most of the time; needs further study.  A synonym of P. ramosissima in TJM 2.","Phacelia ramosissima Lehm. var. austrolitoralis Munz","","PDHYD0C416","PHRAA",NA,NA,"2007-05-18","","2016-10-18",NA
"20",623,"SBBG","SBBG23390","Galium cliftonsmithii","H. M. Pollard","",NA,"",2438900,2438900,"19-May-1965","Santa Barbara","","West Fk Trail, Cold Spring Cyn",34.4659,-119.652,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG23390"" target=""_blank"">View Details</a>",NA,"Santa Barbara bedstraw","Rubiaceae","perennial herb","4.3","G4","S4","None","None","May-Jul","Cismontane woodland","",200,655,1220,4005,TRUE,"","LAX, MNT, SBA, SLO, VEN","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"See Brittonia 10:183 (1958) for original description, and Flora of California 4(2):44 (1979) by L. Dempster for taxonomic treatment.","Galium cliftonsmithii (Dempster) Dempster & Steb.","","PDRUB0N0J0","GACL2",NA,NA,"1974-01-01","","2010-03-15",NA
"21",627,"GH","GH424670","Amsinckia douglasiana","C. B. Wolf","",6953,"",2427945,2427945,"1935-05-22 - 1935-05-22","Unknown","1402 m","Santa Ynez Mts. Ojai to Cuyama Valley Road, Pine Mt., Upper Sespe Creek Watershed 3 mi. so. of summit of Pine Mt. Grade",34.619332,-119.372413,"WGS84","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=GH424670"" target=""_blank"">View Details</a>",NA,"Douglas' fiddleneck","Boraginaceae","annual herb","4.2","G4","S4","None","None","Mar-May","Cismontane woodland, Valley and foothill grassland","Monterey shale, dry",0,0,1950,6400,TRUE,"","KRN, MNT, SBA, SBT, SLO, VEN","Murrieta (3311752), Goleta (3411947), Dos Pueblos Canyon (3411948), Wheeler Springs (3411953), Little Pine Mtn. (3411956), Reyes Peak (3411963), Rancho Nuevo Creek (3411964), Figueroa Mtn. (3411968), Salisbury Potrero (3411976), Eagle Rest Peak (3411982), Los Olivos (3412061), Zaca Creek (3412062), Zaca Lake (3412071), Sisquoc (3412073), Keene (3511825), Bena (3511836), Taylor Canyon (3511918), Chimineas Ranch (3511928), Miranda Pine Mtn. (3512011), Oceano (3512015), California Valley (3512031), La Panza (3512032), La Panza NE (3512041), La Panza Ranch (3512042), Camatta Ranch (3512043), Wilson Corner (3512044), Creston (3512055), Templeton (3512056), Orchard Peak (3512062), Cholame (3512063), Paso Robles (3512066), Adelaida (3512067), Bradley (3512077), Tierra Redonda Mountain (3512078), Valleton (3512086), Hames Valley (3512088), Bryson (3512171), Burnett Peak (3512172), Williams Hill (3512181), Jolon (3512182), Lonoak (3612038), Espinosa Canyon (3612111), Cosio Knob (3612112), San Lucas (3612121), Thompson Canyon (3612122), Sycamore Flat (3612134), Chews Ridge (3612135), North Chalone Peak (3612142), Mount Johnson (3612153), Gonzales (3612154), Paicines (3612163)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possibly threatened by agriculture.","Amsinckia douglasiana A. DC.","","PDBOR01010","AMDO",NA,NA,"2007-08-20","","2010-03-15",NA
"22",700,"CAS-BOT-BC","CAS-BOT-BC267093","Sagittaria sanfordii","Henry M. Pollard","s.n.",NA,"",2431091,2431091,"Spring, 1944","Ventura","","Ojai",34.44806,-119.24194,"Geolocate (copied from CAS330199)","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC267093"" target=""_blank"">View Details</a>",NA,"Sanford's arrowhead","Alismataceae","perennial rhizomatous herb (emergent)","1B.2","G3","S3","None","None","May-Oct(Nov)","Marshes and swamps (assorted shallow freshwater)","",0,0,650,2135,TRUE,"","BUT, DNT, ELD, FRE, MER, MPA, MRN, NAP, ORA, PLA, SAC, SBD, SHA, SJQ, SOL, TEH, TUL, VEN, YUB","Newport Beach (3311768), Cucamonga Peak (3411725), Matilija (3411943), Ivanhoe (3611942), Monson (3611943), Orange Cove South (3611953), Reedley (3611954), Orange Cove North (3611963), Wahtoke (3611964), Piedra (3611974), Clovis (3611976), Fresno North (3611977), Friant (3611986), Jamesan (3612062), Mendota Dam (3612073), Delta Ranch (3712016), Los Banos (3712017), Turner Ranch (3712026), Owens Reservoir (3712032), Merced (3712034), Atwater (3712035), Stevinson (3712037), Gustine (3712038), Yosemite Lake (3712044), Lathrop (3712173), Stockton West (3712183), Waterloo (3812112), Thornton (3812124), Isleton (3812125), Rio Vista (3812126), Galt (3812133), Bruceville (3812134), Courtland (3812135), Liberty Island (3812136), Carbondale (3812141), Sloughhouse (3812142), Elk Grove (3812143), Florin (3812144), Folsom SE (3812151), Carmichael (3812153), Sacramento East (3812154), Clarksville (3812161), Citrus Heights (3812163), Rio Linda (3812164), Nicolaus (3812185), Inverness (3812217), Yountville (3812243), Gridley (3912136), Biggs (3912146), Berry Creek (3912164), Richardson Springs NW (3912188), Dales (4012231), Bend (4012232), Tuscan Buttes Ne (4012241), Project City (4012263), Whiskeytown (4012265), Crescent City (4112472)",126,14,35,29,4,9,35,47,79,117,8,1,"Extirpated from southern California, and mostly extirpated from the Central Valley.  Several SAC Co. occurrences not relocated during fieldwork in 2005.  Threatened by grazing, development, recreational activities, non-native plants, road widening, and channel alteration and maintenance.  See Pittonia 2:158 (1890) for original description.","Sagittaria sanfordii Greene","","PMALI040Q0","SASA2",NA,NA,"1984-01-01","","2012-11-06",NA
"23",786,"SBBG","SBBG114641","Polygala cornuta var. fishiae","R. Burgess, P. Munro","",3172,"",2451236,2451236,"26-Feb-1999","Ventura","228 m","Sulphur Mtn, lower end of Sulphur Mtn Rd",34.3788,-119.2975,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG114641"" target=""_blank"">View Details</a>",NA,"Fish's milkwort","Polygalaceae","perennial deciduous shrub","4.3","G5T4","S4","None","None","May-Aug","Chaparral, Cismontane woodland, Riparian woodland","",100,325,1000,3280,FALSE,"BA","LAX, ORA, RIV, SBA, SDG, VEN","Barrett Lake (3211666), Dulzura (3211667), Viejas Mountain (3211676), Alpine (3211677), San Pasqual (3311618), Mesa Grande (3311627), Rodriquez Mtn. (3311628), Palomar Observatory (3311637), Boucher Hill (3311638), Las Pulgas Canyon (3311734), Pechanga (3311741), Temecula (3311742), Fallbrook (3311743), Margarita Peak (3311744), San Clemente (3311745), Murrieta (3311752), Wildomar (3311753), Sitton Peak (3311754), Santiago Peak (3311765), Corona South (3311775), Black Star Canyon (3311776), Ojai (3411942)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Includes P. cornuta var. pollardii.","Polygala cornuta Kell. var. fishiae (Parry) Jeps.","Polygala cornuta var. pollardii","PDPGL020B2","POCOF",NA,NA,"1974-01-01","","2010-03-15",NA
"24",831,"CAS-BOT-BC","CAS-BOT-BC145174","Phacelia hubbyi","Henry M. Pollard","s.n.",NA,"",2440370,2440370,"May 28, 1969","Ventura","","along Ventura Avenue at Foster Park",34.354,-119.306,"Terrain Nav. v. 8.7 (copied from SBBG35961)","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=CAS-BOT-BC145174"" target=""_blank"">View Details</a>",NA,"Hubby's phacelia","Hydrophyllaceae","annual herb","4.2","G4","S4","None","None","Apr-Jul","Chaparral, Coastal scrub, Valley and foothill grassland","gravelly, rocky, talus",0,0,1000,3280,TRUE,"","KRN, LAX, SBA, VEN","Yorba Linda (3311787), San Pedro (3311863), Torrance (3311873), Redondo Beach (3311874), Santa Cruz Island D (3311984), Santa Cruz Island C (3311985), San Dimas (3411717), Los Angeles (3411812), Hollywood (3411813), Malibu Beach (3411816), Point Dume (3411817), Triunfo Pass (3411818), Burbank (3411823), Van Nuys (3411824), Sunland (3411833), Val Verde (3411846), Acton (3411846), Piru (3411847), Warm Springs Mountain (3411855), Ventura (3411933), Matilija (3411943), Santa Barbara (3411946), Goleta (3411947), Hildreth Peak (3411955), Little Pine Mtn. (3411956), San Marcos Pass (3411957), Santa Ynez (3412051), Lompoc (3412064), Twitchell Dam (3412083), Cinco (3511831)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Many collections old; need field surveys.  Possibly threatened by development, fire suppression, and weed control measures.  See P. cicutaria var. hubbyi in The Jepson Manual (1993).  See Contr. Gray Herb. 49: 29 (1917) for original description, and Leaflets of Western Botany III(5): 120 (1942) and Madroño 56(3):205-207 (2009) for revised nomenclature.","Phacelia hubbyi (J.F. Macbr.) L.M. Garrison","Phacelia cicutaria var. hubbyi","PDHYD0C0R4","PHHU4",NA,NA,"2007-02-02","","2016-10-18",NA
"25",845,"SBBG","SBBG116225","Convolvulus simulans","M. Shobe","",NA,"",2452731,2452731,"1-Apr-2003","Ventura","200m","just SE of intersection of St Hwy 150 and Santa Ana Rd, near Casitas Reservoir",34.4175,-119.3341,"","<a href=""https://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?&uk=SBBG116225"" target=""_blank"">View Details</a>",NA,"small-flowered morning-glory","Convolvulaceae","annual herb","4.2","G4","S4","None","None","Mar-Jul","Chaparral (openings), Coastal scrub, Valley and foothill grassland","clay, serpentinite seeps",30,95,740,2430,FALSE,"BA","CCA, FRE, KRN, LAX, ORA, RIV, SBA, SBT, SCM, SCT, SCZ, SDG, SJQ, SLO, STA","Otay Mesa (3211658), Dulzura (3211667), Jamul Mountains (3211668), Alpine (3211677), El Cajon (3211678), San Vicente Reservoir (3211688), Imperial Beach (3211751), National City (3211761), La Mesa (3211771), La Jolla (3211772), Poway (3211781), Del Mar (3211782), San Clemente Island South (3211873), San Clemente Island Central (3211874), San Clemente Island North (3211885), San Pasqual (3311618), Vail Lake (3311648), Sage (3311658), Escondido (3311711), Rancho Santa Fe (3311712), Encinitas (3311713), San Marcos (3311722), San Luis Rey (3311723), Morro Hill (3311733), Las Pulgas Canyon (3311734), Fallbrook (3311743), San Clemente (3311745), Bachelor Mtn. (3311751), Murrieta (3311752), Wildomar (3311753), Canada Gobernadora (3311755), San Juan Capistrano (3311756), Romoland (3311762), Lake Elsinore (3311763), Alberhill (3311764), Santiago Peak (3311765), Tustin (3311767), Steele Peak (3311773), Lake Mathews (3311774), Prado Dam (3311786), La Habra (3311788), San Pedro (3311863), Redondo Beach (3311874), Santa Cruz Island A (3311987), Redlands (3411712), Hollywood (3411813), Burbank (3411823), Calabasas (3411826), Thousand Oaks (3411827), Newbury Park (3411828), Simi (3411837), Matilija (3411943), Carpinteria (3411945), Santa Barbara (3411946), Little Pine Mtn. (3411956), Los Olivos (3412061), Zaca Lake (3412071), Casmalia (3412075), Guadalupe (3412085), Point Sal (3412086), Tejon Ranch (3511816), Tejon Hills (3511817), Pine Mountain (3511857), Knob Hill (3511858), La Panza NE (3512041), Cholame (3512063), Estrella (3512065), Tent Hills (3512072), Success Dam (3611818), Lindsay (3611921), Wahtoke (3611964), Pine Flat Dam (3611973), Piedra (3611974), Tumey Hills (3612056), Panoche (3612057), Chounet Ranch (3612066), Pinalito Canyon (3612131), Greenfield (3612132), Merced (3712034), Crevison Peak (3712122), Solyo (3712153), Byron Hot Springs (3712176), Antioch South (3712187), Antioch North (3812117)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rare in southern CA.  Threatened by development and vehicles.  Possibly threatened by non-native plants.  See Rhodora 33:76 (1931) for original description.","Convolvulus simulans Perry","","PDCON05060","COEQ",NA,NA,"1994-01-01","","2016-05-24",NA
